Filename,ImageRef,Caption,Tags,License type,Username,Super Tags,Location,Date taken,Number of People,Model release,Is there property in this image?,Property release,Primary category,Secondary category,Image Type,Exclusive to Alamy,Additional Info,Status
"VeronaAcrossRiver2.jpg","P752RR","Verona shot across river in Autumn","Italy,Veneto,Verona,River,Hill,Cypresses,Front,Houses,Town,Italian,Old,Water,Historic,Tourism,Sunshine,Autumn","RF","Elliott Bignell","","Verona, VR, Italy","","0","NA","N","NA","Travel","Weather and seasons","Photograph","N","","On sale"
"PiazzaErbeYetAgain.jpg","P752RA","The Piazza Erbe, main square in Verona","Italy,Veneto,Verone,Piazza,Erbe,Italian,Mediterranean,Shakespeare,Square,Inheritance,Italianate,Renaissance,Architecture,Town,City,Rural,Old,Stone,Historic","RF","Elliott Bignell","","Piazza Erbe, Verona, VR, Italy","","0","NA","N","NA","Architecture and interiors","Travel","Photograph","N","","On sale"
"ScaligeriGraves.jpg","P752RK","The Scaligeri Graves in Verona, the Veneto","Italy,Veneto,Italian,Verona,Town,City,Shakespeare,Scaligeri,Graves,Memorial,Square,Piazza,Railings,Mausoleum,Old,Ornate,Historical,Urban","RF","Elliott Bignell","","Verona","","0","NA","N","NA","Architecture and interiors","Travel","Photograph","N","","On sale"
"RomanTheatre1.jpg","P752RF","Roman Ampitheatre in Verona","Italy,Veneto,Verona,Town,Historic,Arena,Theatre,Steps,Stone,Arcade,Ring,City,Italian,Roman,Ampitheatre,Old,Ancient,Classical,Pagan,Public","RF","Elliott Bignell","","Verona, VR, Italy","","0","NA","N","NA","Architecture and interiors","Travel","Photograph","N","","On sale"
"TeatroRomano2.jpg","P752RM","Roman Ampitheatre and River in Verona","Italy,Veneto,Verona,Skyline,Cityscape,City,Town,Italian,Shakespeare,Towers,River,Pines,Cypresses,Roman,Ampitheatre,View,Landscape,Sunset,Evening","RF","Elliott Bignell","","Verona","","0","NA","N","NA","Architecture and interiors","Travel","Photograph","N","","On sale"
"RoovesOfVerona.jpg","P752RH","Rooves of Verona shot from the Roman ampitheatre","Italy,Veneto,Verona,City,Town,Italian,Shakespeare,Rooves,Street,Houses,Buildings,Historic,Old,Stone,Plaster","RF","Elliott Bignell","","Verona","","0","NA","N","NA","Architecture and interiors","Travel","Photograph","N","","On sale"
"AnastasiaYetAgain.jpg","P752PG","Interior of the Anastasia Church, Verona","Italy,Veneto,Verona,Anastasia,Church,Chiesan,Interior,Pillars,Ornate,Renaissance,Ceiling,Decorated,Religious,Catholic,Building,Old","RF","Elliott Bignell","","Church Santa Anastasia, Via Don Bassi, Verona, VR, Italy","","0","NA","N","NA","Architecture and interiors","Art and artwork","Photograph","N","","On sale"
"PiazzaErbe3.jpg","P752R5","The Piazza Erbe, main square in Verona","Italy,Veneto,Verone,Piazza,Erbe,Italian,Mediterranean,Shakespeare,Square,Inheritance,Italianate,Renaissance,Architecture,Town,City,Rural,Old,Stone,Historic","RF","Elliott Bignell","","Piazza Erbe, Verona, VR, Italy","","0","NA","N","NA","Architecture and interiors","Travel","Photograph","N","","On sale"
"RomischerMuseumHof.jpg","P752RG","Inner Cloister of the Roman Museum in Verona","Italy,Veneto,Italian,Verona,Town,City,Shakespeare,Arches,Cloister,Square,Enclosed,Garden,Piazza,Museum,Inner,Indoor,Open,Pillars,Posts,Lawn,Covered,Walk,Roman","RF","Elliott Bignell","","Verona","","0","NA","N","NA","Architecture and interiors","Travel","Photograph","N","","On sale"
"PiazzaErbe2.jpg","P752R4","Dizzy rectilinear view of the Piazza Erbe in Verona","Italy,Veneto,Italian,Verona,Town,City,Shakespeare,Piazza,Erbe,Square,Monument,Sunny,Outdoors","RF","Elliott Bignell","","Verona","","0","NA","N","NA","Architecture and interiors","Travel","Photograph","N","","On sale"
